物料代號,供應商簡稱,品名規格,單價,幣別,單位,預設收貨廠區
07-ARTIFICIAL-INSERT PIN-BLOCK-,呈福,pin檔塊(70*20*5T 電木),300,TWD,PCS,新信路生產基地
07-ARTIFICIAL-INSERT PIN-ONTOLOGY-,呈福,本體(70*56*20T 電木),1500,TWD,PCS,新信路生產基地
07-ASM COB,呈福,自動焊接共用底座(ASM COB),4800,TWD,SET,新信路生產基地
07-AUTO-WELD-LENS-FIX-B-1,呈福,自動焊接機鏡頭安裝塊1(30*9.5*9.5T 鋁合金+陽極黑),500,TWD,PCS,新信路生產基地
07-AUTO-WELD-LENS-FIX-B-2,呈福,自動焊接機鏡頭安裝塊2(30*9.5*10T 鋁合金+陽極黑),500,TWD,PCS,新信路生產基地
07-AUTO-WELD-LENS-FIX-B-3,呈福,自動焊接機鏡頭安裝塊3(50*40*5T 鋁合金+陽極黑),600,TWD,PCS,新信路生產基地
07-AYM60-NEW-SB,呈福,AYM-60新款濾波副板壓條,2700,TWD,SET,中華西路總部
07-BAKELITE-50*50*5,呈福,材料橘色電木50*50*5MM(07-BAKELITE-50*50*5),100,TWD,SET,新信路生產基地
07-BAKELITE-70X47X8T,呈福,材料70*47*8T 電木,30,TWD,PCS,新信路生產基地
07-BEPC10-01-AX(clo),呈福,BEPC10-01夾式繞線軸芯,1500,TWD,SET,新信路生產基地
07-BEPC10-01-CON TEST,呈福,同軸檢驗治具(07-BEPC10-01-CON TEST),500,TWD,SET,新信路生產基地
07-BEPC10-03-AX(clo),呈福,BEPC10-03夾式繞線軸芯,2500,TWD,SET,新信路生產基地
07-Burn-In-Power-BP,呈福,Burn-in POWER結合板(抗靜電),600,TWD,PCS,新信路生產基地
07-C0801-6R5S05-CASE-FIX,呈福,C0801-6R5S05-CASE鋪底灌膠固定治具,1200,TWD,SET,新信路生產基地
07-C0801-6R5S05-CASE-GLUE,呈福,C0801-6R5S05 CASE鋪底灌注治具,2400,TWD,SET,新信路生產基地
07-C0801-6R5S05-TR,呈福,C0801-6R5S05 迴焊載具,1000,TWD,PCS,新信路生產基地
07-CCD-CANTILEVER,呈福,懸臂1,1000,TWD,PCS,新信路生產基地
07-CCD-CANTILEVER-P,呈福,懸臂安裝塊,1000,TWD,PCS,新信路生產基地
07-CNC-PULL-FIX-B,呈福,張力器安裝塊(78*25*25T 鋁合金+陽極),1500,TWD,PCS,新信路生產基地
07-CNC-WIND-AXIS-FIXED-P,呈福,CNC繞線機軸固定板,2400,TWD,PCS,新信路生產基地
07-CNC-WIND-BELT PAD,呈福,皮帶座墊塊,1600,TWD,PCS,新信路生產基地
07-CNC-WIND-BOTTOM-P,呈福,CNC繞線機底板,7500,TWD,PCS,新信路生產基地
07-CNC-WIND-DRIVE-INSTALL-P-1-,呈福,皮帶傳動安裝板,1600,TWD,PCS,新信路生產基地
07-CNC-WIND-DRIVE-INSTALL-P-2-,呈福,皮帶傳動安裝板2,900,TWD,PCS,新信路生產基地
07-CNC-WIND-GUIDE PIN-B,呈福,導針座(60*20*11T),1500,TWD,PCS,新信路生產基地
07-CNC-WIND-MATERIAL-FIXED-,呈福,平行線軸承固定條,1500,TWD,PCS,新信路生產基地
07-CNC-WIND-PULLEY FIXED-,呈福,皮帶輪固定塊,1800,TWD,PCS,新信路生產基地
07-CNC-WIND-PULLEY FIXED-2-,呈福,皮帶輪固定塊2,800,TWD,PCS,新信路生產基地
07-CNC-WIND-SLIDE-BLOCK,呈福,滑軌擋塊(20*20*2T),200,TWD,PCS,新信路生產基地
07-CNC-WIND-SLIDE-P,呈福,滑軌底板(155*40*25T),2300,TWD,PCS,新信路生產基地
07-COMMON-AP-HEAT-GAGE-LIM-SK,呈福,通用型加熱載台限位擋板,1000,TWD,PCS,新信路生產基地
07-COMMON-AP-HEAT-GAGE-SK-F,呈福,通用型加熱載台前擋板(70×19.5×6T 鋁合金),120,TWD,PCS,新信路生產基地
07-CUT RUBBER-1,呈福,切膠治具,3200,TWD,SET,新信路生產基地
07-CUT RUBBER-2,呈福,切膠治具2,700,TWD,SET,新信路生產基地
07-CUT RUBBER-3,呈福,切膠治具3,700,TWD,SET,新信路生產基地
07-D-TUBE FIXING-1,呈福,雙液桶身固定板(78*83*8T 鋁合金+陽極藍),2500,TWD,PCS,新信路生產基地
07-D-TUBE FIXING-2,呈福,雙液筒身固定安裝板(220*25*8T 鋁合金+陽極藍),900,TWD,PCS,新信路生產基地
07-D-TUBE FIXING-3,呈福,雙液混膠閥固定板(420*75*10T 鋁合金+陽極藍),2800,TWD,PCS,新信路生產基地
07-D-TUBE FIXING-4,呈福,雙液桶身固定板墊塊(75*20*30T 鋁合金+陽極藍),1200,TWD,PCS,新信路生產基地
07-DISPENSER-PLATFORM,呈福,點膠機載台,4500,TWD,SET,新信路生產基地
07-EHFDSF,呈福,浸焊錫爐抽風罩,7500,TWD,PCS,新信路生產基地
07-EPDP ASM CB,呈福,禾宇雙平台自動焊接轉接板,1200,TWD,PCS,新信路生產基地
07-EQ-OTHR-013-PFB(R00),呈福,半自動割板機連片固定座(R00),2400,TWD,PCS,中華西路總部
07-FAN LI WATER-DRAW-B,呈福,吸附治具墊塊(19*10*2T- 電木),25,TWD,PCS,新信路生產基地
07-FOUR- AXIS-ST-COM,呈福,四軸滑台結合板,2200,TWD,SET,新信路生產基地
07-FUR7F-ADJUSTMENT BLOCK,呈福,光纖感測器高度調整塊,350,TWD,PCS,新信路生產基地
07-FUR7F-FIXED BLOCK,呈福,光纖感測器固定塊,500,TWD,PCS,新信路生產基地
07-GF-220X70X12T,呈福,玻纖220X70X12T,200,TWD,PCS,新信路生產基地
07-GUIDE PIN-B,呈福,導針固定座(40*11*20T 鋁合金+陽極黑),1100,TWD,PCS,新信路生產基地
07-J-07-MDW08-ASM-WES,呈福,MDW08自動焊接治具-焊接子座,3500,TWD,PCS,中華西路總部
07-J-AMF-07-MB,呈福,AMF-07壓條,3000,TWD,PCS,中華西路總部
07-J-APM40-NEW-MB,呈福,APM40新款壓條,2800,TWD,PCS,新信路生產基地
07-J-APM40-NEW-MP,呈福,APM40新款割版,4000,TWD,PCS,新信路生產基地
07-J-ATE-SCREEN-AF,呈福,ATE螢幕固定支架,2100,TWD,PCS,中華西路總部
07-J-GAP-TP-MRZI75-V2-1,呈福,MRZI75 GAP點膠定位烘烤治具 V2-1 150*10*4T鋁合金+陽,400,TWD,SET,中華西路總部
07-J-GAP-TP-MRZI75-V2-2,呈福,MRZI75 GAP點膠定位烘烤治具 V2-2 150*17*10T鋁合金+,800,TWD,SET,中華西路總部
07-J-GAP-TP-MRZI75-V2-3,呈福,MRZI75 GAP點膠定位烘烤治具 V2-3 150*10*4T鋁合金+陽,400,TWD,SET,中華西路總部
07-J-LCMS-TUBE-Lable,呈福,L型手工對位TUBE貼標籤治具-組合(電木),900,TWD,SET,中華西路總部
07-J-MAW01-SY-MTR,呈福,MAW01主板迴銲載具,750,TWD,SET,中華西路總部
07-J-MCWI10-CORE-AOP,呈福,MCWI10鐵芯點膠治具-上蓋/底座,3500,TWD,SET,中華西路總部
07-J-MDW08-ASM-WES,呈福,MDW08自動焊接治具-子座,3600,TWD,PCS,中華西路總部
07-J-MDW08-SY-MYR,呈福,MDW08迴焊載具(合成石),750,TWD,PCS,中華西路總部
07-J-MDWI20-CORE-AOP,呈福,MDWI20鐵芯點膠治具,2300,TWD,SET,中華西路總部
07-J-MGWI06-LP,呈福,MGWI06雷射印字治具,2500,TWD,SET,中華西路總部
07-J-MGWI06-SY-MTR,呈福,MGWI06-MSGWI06 SMT,900,TWD,PCS,中華西路總部
07-J-MIE03-HI-ASM-B,呈福,MIE03-HI自動焊接治具-母座,5800,TWD,SET,中華西路總部
07-J-MIHW1018-MB-SY-MTR,呈福,MIHW1018-MB主板迴銲載具,800,TWD,SET,中華西路總部
07-J-MIW03M-T1-CF,呈福,MIW03M 變壓器接腳治具,1800,TWD,PCS,中華西路總部
07-J-MIW06-SY-MTR,呈福,MIW06系列SMT,750,TWD,PCS,中華西路總部
07-J-MIW06H-ACF,呈福,MIW06H主副板接腳治具,4000,TWD,PCS,中華西路總部
07-J-MIW1000-ASM,呈福,MIW1000自動焊接治具,23100,TWD,SET,中華西路總部
07-J-MIW1000-SY-MTR,呈福,MIW系列SMT,750,TWD,PCS,中華西路總部
07-J-MIW4000-NEW-MB,呈福,MIW4000新款壓條,2400,TWD,PCS,中華西路總部
07-J-MJW(I)15-M-SPF,呈福,MJW(I)15主板錫膏印刷治具,1000,TWD,PCS,中華西路總部
07-J-MJW10-SY-MTR,呈福,MJW10迴焊載具(合成石),750,TWD,PCS,中華西路總部
07-J-MJW1015-ASM-WES,呈福,MJW1015自動焊接治具-子座,3500,TWD,SET,中華西路總部
07-J-MJWI30-SY-MTR,呈福,MJWI30主板迴銲載具,750,TWD,SET,中華西路總部
07-J-MJWI30-T1-CORE-PRINT,呈福,MJWI30變壓器鐵芯噴塗治具,5300,TWD,SET,中華西路總部
07-J-MJWI40-CORE-AOP,呈福,MJWI40複合式鐵心點膠治具,2400,TWD,SET,中華西路總部
07-J-MJWI40core-test2-AOP,呈福,MJWI40鐵心點膠治具(實驗款),2400,TWD,SET,中華西路總部
07-J-MKW2500-GF-CASE-FIX,呈福,MKW2500 CASE鋪底灌膠固定治具(玻纖),1200,TWD,SET,中華西路總部
07-J-MKWI50-CORE-AOP-4P,呈福,MKWI50鐵芯點膠治具-4P,3800,TWD,SET,中華西路總部
07-J-MKWI80-CORE-AOP-2P,呈福,MKWI80鐵芯點膠治具-2P,1000,TWD,SET,中華西路總部
07-J-MKWI80-CORE-AOP-2P-R,呈福,MKWI80鐵芯點膠治具-2P-紅膠,800,TWD,SET,中華西路總部
07-J-MKZI10/20-M-SMR,呈福,MKZI10/20主板網印治具,1500,TWD,SET,中華西路總部
07-J-MKZI10/20-M-SPF,呈福,MKZI10/20主板錫膏印刷治具,1500,TWD,SET,中華西路總部
07-J-MKZI10/20-T-LP-FP-ROD,呈福,MKZI10/20雷雕週期治具-防呆桿,1400,TWD,SET,中華西路總部
07-J-MKZI40-ER-CORE-AOP,呈福,MKZI40 ER CORE 點膠治具,500,TWD,SET,中華西路總部
07-J-MKZI40-T1-D-BP-CF,呈福,MKZI40雙組反面接腳治具,5900,TWD,SET,中華西路總部
07-J-MKZI40-T1-D-TP-CF,呈福,MKZI40雙組正面接腳治具,5400,TWD,SET,中華西路總部
07-J-MKZI40-T1-S-BP-CF,呈福,MKZI40單組反面接腳治具,5900,TWD,SET,中華西路總部
07-J-MKZI40-T1-S-TP-CF,呈福,MKZI40單組正面接腳治具,5400,TWD,SET,中華西路總部
07-J-MKZI40-TC6020,呈福,MKZI40-TC6020灌膠治具,2500,TWD,SET,中華西路總部
07-J-MKZI75-CORE-AOP,呈福,MRZI75鐵心複合式點膠,3200,TWD,SET,中華西路總部
07-J-MKZI75core-1text-AOP(v0),呈福,MKZI75鐵心單槽+MKZI75鐵心上蓋 玻璃纖維,1250,TWD,SET,中華西路總部
07-J-MKZI75core-1text-AOP(v2),呈福,MKZI75鐵心單槽+MKZI75鐵心上蓋 玻璃纖維含磁鐵,1350,TWD,SET,中華西路總部
07-J-MOA20C-CORE-AOP,呈福,MOA20C鐵芯點膠治具,400,TWD,SET,中華西路總部
07-J-MPW2000-LP-FP-ROD-1.2K,呈福,MPW2000雷射週期-側邊擋條,1200,TWD,PCS,新信路生產基地
07-J-MQWI40-NEW-MB,呈福,MQWI40新款壓條,1600,TWD,PCS,新信路生產基地
07-J-MRA60C-NEW-MB,呈福,MRA60C新款壓條,1800,TWD,PCS,新信路生產基地
07-J-MRHI150-24V-ICL,呈福,MRHI150-24V電感組合限位治具,3200,TWD,PCS,中華西路總部
07-J-MRHI150-24V-MTR,呈福,MRHI150-24V鋁基板迴焊治具,2800,TWD,SET,中華西路總部
07-J-MRWI60C-ALL-WTR,呈福,MRWI60C總組合波銲載具,1600,TWD,SET,中華西路總部
07-J-MRZ150-24V-MTR,呈福,MRZ150-24V鋁基板迴焊治具,2800,TWD,PCS,中華西路總部
07-J-MRZI150-110S24-ASM-MPINLB-A,呈福,MRZI150-110S24主板自動焊接治具-訊號PIN定位塊A,2400,TWD,SET,中華西路總部
07-J-MRZI150-110S24-ASM-MPINLB-B,呈福,MRZI150-110S24主板自動焊接治具-訊號PIN定位塊B,2400,TWD,SET,中華西路總部
07-J-MRZI150-24V-AOP,呈福,MRZI150-24V變壓器四軸點膠定位治具,1800,TWD,PCS,中華西路總部
07-J-MRZI150-24V-ICL,呈福,MRZI150-24V電感組合限位治具,4200,TWD,SET,中華西路總部
07-J-MRZI150-24V-MRZI150-24V-T1-TP,呈福,MRZI150-24V變壓器點膠限位治具,3200,TWD,PCS,中華西路總部
07-J-MRZI150-24V-SPRAY-CASE,呈福,MRZI150-24V噴霧載台,2800,TWD,SET,中華西路總部
07-J-MRZI150-24V-SY-MTR,呈福,MRZI150-24V控制板SMT迴銲載具,1600,TWD,SET,中華西路總部
07-J-MRZI150-24V-T1-DS-cover,呈福,MRZI150-24V T1電感浸焊加高蓋,200,TWD,SET,新信路生產基地
07-J-MRZI75-110Vi T1-ASM-MPINLB,呈福,MRZI75-110Vi T1主板自動焊接治具-訊號PIN定位塊,2700,TWD,SET,中華西路總部
07-J-MRZI75.150-24V,呈福,MRZI75.150-24V灌膠治具,3000,TWD,SET,中華西路總部
07-J-MSDWI03-SY-MTR,呈福,MSDWI03-MSDW1000-MDW1000 SMT,900,TWD,PCS,中華西路總部
07-J-MSPU01H-NEW1-MB,呈福,MSPU01H-NEW1新款壓條,2500,TWD,PCS,中華西路總部
07-J-MTQZ5075-AD-SMB,呈福,MTQZ50/75進階款壓條,2800,TWD,PCS,中華西路總部
07-J-MTQZ50_75-BASE,呈福,MTQZ50_75特規三軸母座,1500,TWD,PCS,中華西路總部
07-J-MWI4100-CASE-FIX-AFL,呈福,MIW4100滑動式設備定位CASE鋪底灌膠治具,3200,TWD,SET,中華西路總部
07-J-TAPE FIX-AXIS-ROD-V-TSC,呈福,膠帶固定軸心支撐桿-(垂直)-泰順,800,TWD,SET,中華西路總部
07-J-TDSB-B,呈福,測試分貝密閉箱-底座,1600,TWD,PCS,中華西路總部
07-J-TDSB-DB,呈福,測試分貝密閉箱-門板,2000,TWD,PCS,中華西路總部
07-J-TDSB-DJP,呈福,測試分貝密閉箱-下連接板,2100,TWD,PCS,中華西路總部
07-J-TDSB-GRS,呈福,測試分貝密閉箱-導桿架墊片,150,TWD,PCS,中華西路總部
07-J-TDSB-SPB,呈福,測試分貝密閉箱-後封板,2000,TWD,PCS,中華西路總部
07-J-TDSB-SPL,呈福,測試分貝密閉箱-左封板,2000,TWD,PCS,中華西路總部
07-J-TDSB-SPR,呈福,測試分貝密閉箱-右封板,2000,TWD,PCS,中華西路總部
07-J-TDSB-SPU,呈福,測試分貝密閉箱-上封板,1600,TWD,PCS,中華西路總部
07-J-TS9800-Dispensing-Plate,呈福,三軸噴射點膠平台,5150,TWD,SET,中華西路總部
07-J-YAMAHA-3-MDW-TRAY-FRAME-FOR-DC,呈福,YAMAHA-3-MDW-TRAY輔助框架(for雙接點延伸版),3500,TWD,PCS,中華西路總部
07-LY-THR AXIS-ST-COM,呈福,聯億三軸滑台結合板,2200,TWD,PCS,新信路生產基地
07-M-BAKELITE-P-O-100X70X10T,呈福,材料橘色電木100*70*10T(紙),200,TWD,PCS,中華西路總部
07-M-BAKELITE-P-O-140X220X20T,呈福,材料橘色電木140*220*20T(紙),1000,TWD,PCS,中華西路總部
07-M7-02-AUTO-013-PFB,呈福,半自動割板機連片固定座,2400,TWD,PCS,新信路生產基地
07-M78A-CASE-GLUE,呈福,M78A CASE鋪底灌膠治具,1500,TWD,SET,新信路生產基地
07-MA01-CASE-GLUE,呈福,MA01 CASE鋪底灌膠治具,1200,TWD,SET,新信路生產基地
07-MA01-HI CASE-AP-SY-FIX,呈福,MA01-HI自動灌注合成石固定治具,2600,TWD,SET,新信路生產基地
07-MAGNET-5X2T,呈福,高溫磁鐵O5X2T,10,TWD,PCS,新信路生產基地
07-MAGNET-5X30X2T,呈福,5X30X2T磁鐵,20,TWD,PCS,新信路生產基地
07-MAU01M-GF-LP,呈福,MAU01M雷射治具(玻纖),2000,TWD,SET,新信路生產基地
07-MAU100-AP-SY-FIX,呈福,MAU100自動灌注合成石固定治具,2400,TWD,SET,新信路生產基地
07-MAU100-MB,呈福,MAU100/200壓條,2500,TWD,PCS,新信路生產基地
07-MAU100-MP,呈福,MAU100/200割板治具,4200,TWD,SET,新信路生產基地
07-MAU400 CASE-AP-SY-FIX,呈福,MAU400自動灌注合成石固定治具,2600,TWD,SET,新信路生產基地
07-MAU400-GLUE-FIX,呈福,MAU400鋪底灌注治具定位板,3800,TWD,SET,新信路生產基地
07-MAW01 CASE-AP-SY-FIX,呈福,MAW01自動灌注合成石固定治具,2500,TWD,SET,新信路生產基地
07-MAW01-CSP-A,呈福,MAW01連續式噴碼治具,1500,TWD,SET,新信路生產基地
07-MBSU03-AL-CF,呈福,MBSU03接腳治具(鋁),2200,TWD,SET,新信路生產基地
07-MBSU03-CASE-FIX,呈福,MBSU03 CASE鋪底灌膠固定治具,800,TWD,SET,新信路生產基地
07-MBSU03-LP,呈福,MBSU03雷雕治具,4200,TWD,SET,新信路生產基地
07-MBU100-CASE-GLUE,呈福,MBU100 CASE鋪底灌注治具,5000,TWD,SET,新信路生產基地
07-MBU100-CASE-GLUE-TEST,呈福,MBU100 CASE鋪底灌注治具(驗證款，非正式使用),5800,TWD,SET,新信路生產基地
07-MBU100-GLUE-FIX,呈福,MBU100 灌膠鋪底治具,2700,TWD,SET,新信路生產基地
07-MCWI04-MP,呈福,MCWI04 割板治具,4200,TWD,SET,新信路生產基地
07-MCWI04-NEW-MB,呈福,MCWI04新款壓條,900,TWD,SET,新信路生產基地
07-MCWI05(125x18x25T),呈福,MCWI05堆疊桿(125x18x25T),800,TWD,SET,新信路生產基地
07-MCWI05-CASE-GLUE,呈福,MCWI05鋪底治具 +擋條 300*250*10T,3400,TWD,SET,新信路生產基地
07-MCWI05-CASE-GLUE(PIN-FIX),呈福,MCWI05 SIP 排PIN舖底治具,4300,TWD,SET,新信路生產基地
07-MDW(I)12-AX(SB),呈福,MDW(I)12 繞線軸心(彈簧滾珠),2500,TWD,SET,新信路生產基地
07-MDW-TUBE-FI XTURE,呈福,MDW裝管治具,10500,TWD,SET,新信路生產基地
07-MDW08 -CASE-DRAINAGE-FIX,呈福,MDW08 CASE排溝式鋪底灌膠固定治具,1000,TWD,SET,新信路生產基地
07-MDW08-AX(SB),呈福,MDW08 繞線軸心(彈簧滾珠),2500,TWD,SET,新信路生產基地
07-MDW08-CASE-FIX,呈福,MDW08 CASE鋪底灌膠固定治具,800,TWD,SET,新信路生產基地
07-MDW08-T1-DEF,呈福,MDW08 T1拆焊治具,3800,TWD,SET,新信路生產基地
07-MDW1000-ASM-WES,呈福,MDW1000自動焊接治具-焊接子座,3600,TWD,PCS,新信路生產基地
07-MDW1000-CASE-FIX,呈福,MDW1000 CASE鋪底灌膠固定治具,900,TWD,SET,新信路生產基地
07-MDWI03-T-LP,呈福,MDWI03雷雕週期治具,2800,TWD,SET,新信路生產基地
07-MDWI12-CASE-FIX,呈福,MDWI12 CASE鋪底灌膠固定治具,800,TWD,PCS,新信路生產基地
07-MDWI12-MTR,呈福,MDWI12主板迴銲載具(底座+上蓋),1700,TWD,SET,新信路生產基地
07-MDWI12-SPRAY-CASE,呈福,MDWI12噴霧載盤,5200,TWD,SET,新信路生產基地
07-MDWI12-TR,呈福,MDW(I)12 迴焊載具 (MDWI12S 底座+上蓋),1700,TWD,PCS,新信路生產基地
07-MDWI15-HC7-CASE-FIX,呈福,MDWI15-HC7 鋪底灌膠固定治具,2800,TWD,SET,新信路生產基地
07-MDWI15-HC7-CASE-LP,呈福,MDWI15-HC7 CASE雷射週期治具,2100,TWD,SET,新信路生產基地
07-MDWI15-ITSC,呈福,MDWI15 一體式散熱鰭片CASE,2400,TWD,SET,新信路生產基地
07-MDWI15-T1-TR,呈福,MDWI15 變壓器主板迴銲載具,1800,TWD,SET,新信路生產基地
07-MDWI15-T3-CF,呈福,MDWI15 T3焊接治具,2800,TWD,SET,新信路生產基地
07-MDWI15-T3-DS,呈福,MDWI15 T3浸焊治具,1700,TWD,SET,新信路生產基地
07-MF-A-FIX,呈福,MF系列CASE鋪底灌膠治具-全周限位,800,TWD,SET,新信路生產基地
07-MF-B-FIX,呈福,MF系列CASE鋪底灌膠治具-均分限位,900,TWD,SET,新信路生產基地
07-MF-B1-FIX,呈福,MF系列CASE鋪底灌膠治具-均分限位,900,TWD,SET,新信路生產基地
07-MF-C-FIX,呈福,MF系列CASE鋪底灌膠治具-魚骨限位,2500,TWD,SET,新信路生產基地
07-MFSU01-LP,呈福,MFSU01 成品雷雕治具,5500,TWD,SET,新信路生產基地
07-MFSU01-MB,呈福,MFSU01 割板壓條,2400,TWD,SET,新信路生產基地
07-MFSU01-MP,呈福,MFSU01 割板治具,4200,TWD,SET,新信路生產基地
07-MFSU01-MTR,呈福,MFSU01 主板迴銲載具,700,TWD,SET,新信路生產基地
07-MFSU01-NEW-MP,呈福,MFSU01 割板治具,4200,TWD,SET,新信路生產基地
07-MFSU01S-PCW,呈福,MFSU01S 變壓器精密微焊接治具,3800,TWD,SET,新信路生產基地
07-MFU100-DEF,呈福,MFU100拆焊治具,4200,TWD,SET,新信路生產基地
07-MFW02&03-DEF,呈福,MFW02&03拆焊治具,4200,TWD,SET,新信路生產基地
07-MFW02-03-FIX,呈福,MFW02-03 CASE鋪底灌膠治具-均分限位,900,TWD,SET,新信路生產基地
07-MIAR03-ASM,呈福,MIAR03自動焊接治具,16200,TWD,SET,新信路生產基地
07-MIE03-HI-ASM,呈福,MIE03-HI自動焊接治具,18500,TWD,SET,新信路生產基地
07-MIHW-MB,呈福,MIHW系列用壓條,3200,TWD,PCS,新信路生產基地
07-MIHW-MP,呈福,MIHW系列用割板治具,4200,TWD,SET,新信路生產基地
07-MIHW1000-MOTR,呈福,MIHW1000-搬運載籃,9100,TWD,SET,新信路生產基地
07-MIHW3000-MB,呈福,MIHW3000壓條,3200,TWD,PCS,新信路生產基地
07-MIHW3000-MP,呈福,MIHW3000割板治具,4200,TWD,SET,新信路生產基地
07-MIW-TUBE-FI XTURE,呈福,MIW裝管治具,11800,TWD,SET,新信路生產基地
07-MIW03-MIWI03-ASM,呈福,MIW03-MIWI03自動焊接治具,18500,TWD,SET,新信路生產基地
07-MIW03M/06M-13.8x20x1.2T,呈福,MIW03M/06M T1壓克力鎖附模塊-2(13.8x20x1.2 不鏽鋼,600,TWD,PCS,新信路生產基地
07-MIW03M/06M-14x22.8x1.2T,呈福,MIW03M/06M T1壓克力鎖附模塊-1(14x22.8x1.2 不鏽鋼,600,TWD,PCS,新信路生產基地
07-MIW03M_06M_10M T1 TIW-LP,呈福,MIW03M_06M_10M T1 TIW雷射治具,7000,TWD,SET,新信路生產基地
07-MIW06H-SMB,呈福,MIW06H六面壓條治具,6000,TWD,SET,新信路生產基地
07-MIW06H-SMP,呈福,MIW06H六面割板治具,6500,TWD,SET,新信路生產基地
07-MIW10-MIWI10-ASM,呈福,MIW10-MIWI10自動焊接治具,18500,TWD,SET,新信路生產基地
07-MIW10-MIWI10-CASE-FIX,呈福,MIW10 / MIWI10 CASE鋪底灌膠固定治具,800,TWD,SET,新信路生產基地
07-MIW1000-SPIN-DF,呈福,MIW1000-SPIN-DF旋轉塗膠治具,2500,TWD,SET,新信路生產基地
07-MIW4100-CASE-FIX,呈福,MIW4100 CASE灌膠固定治具(電木),700,TWD,SET,新信路生產基地
07-MIWI06-WES-ASM-TEST,呈福,自動插PIN試驗-PIN焊接底座,3500,TWD,SET,新信路生產基地
07-MIZI03 D -LP 01,呈福,MIZI03 D 成品雷雕治具,3200,TWD,SET,新信路生產基地
07-MIZI03 D -LP 02,呈福,MIZI03 D 成品雷雕壓條,300,TWD,PCS,新信路生產基地
07-MIZI03 S-LP,呈福,MIZI03 S 成品雷雕治具(合成石),4800,TWD,SET,新信路生產基地
07-MJW1015-ASM,呈福,MJW10S.I10D.I10S.15D.15S 自動焊接治具-總組合,17500,TWD,PCS,新信路生產基地
07-MJW15-MJWI15-T1-RTV-DF,呈福,MJW15-MJWI15 T1 RTV點膠治具,3500,TWD,SET,新信路生產基地
07-MJW30-T2-RTV-DF,呈福,MJWI30變壓器RTV塗膠治具,3000,TWD,SET,新信路生產基地
07-MJWI20-ASM,呈福,MJWI20D.S1 自動焊接治具-總組合,24400,TWD,SET,新信路生產基地
07-MJWI30-T-LP,呈福,MJWI30雷射週期治具,3500,TWD,SET,新信路生產基地
07-MJWI40-ACF,呈福,MJWI40主副板接腳治具,3500,TWD,SET,新信路生產基地
07-MJWI40-FIRST-MCF,呈福,MJWI40首件主板接腳治具,5000,TWD,SET,新信路生產基地
07-MJWI40-GLUE-FIX,呈福,MJWI40半成品灌膠固定治具,400,TWD,SET,新信路生產基地
07-MJW_MJWI-T-LP,呈福,MJW-MJWI雷射週期治具,3500,TWD,PCS,新信路生產基地
07-MKW10M-MCF-HIM0,呈福,MKW10M主板接腳治具高度模塊,600,TWD,PCS,新信路生產基地
07-MKW2000-NEW-T1-RTV-DF,呈福,MKW2000新款變壓器RTV塗膠治具,2200,TWD,SET,新信路生產基地
07-MKW2000-T1-RTV-DF,呈福,MKW2000變壓器RTV塗膠治具,3200,TWD,SET,新信路生產基地
07-MKW2500-CASE-FIX,呈福,MKW2500 CASE 鋪底灌膠固定治具,800,TWD,PCS,新信路生產基地
07-MKW40-CASE-FIX,呈福,MKW40 CASE 鋪底灌膠固定治具,800,TWD,SET,新信路生產基地
07-MKW40-T1-RTV-DF,呈福,MKW40變壓器RTV塗膠治具,3000,TWD,SET,新信路生產基地
07-MKW50-EI CORE-PRINT-COVER,呈福,MKW(I)50鐵芯噴塗治具上蓋,1600,TWD,PCS,新信路生產基地
07-MKWI40-NEW-MB,呈福,MKWI40新款壓條,2500,TWD,PCS,新信路生產基地
